Kode,Nama,Tahun
03.11.02.03.08,Rumah Negara Golongan III Type C Semi Permanen,2007
03.11.02.03.09,Rumah Negara Golongan III Type C Darurat,2007
03.11.02.03.10,Rumah Negara Golongan III Type D Permanen,2007
03.11.02.03.11,Rumah Negara Golongan III TypeD Semi Permanen,2007
03.11.02.03.13,Rumah Negara Golongan III Type D Darurat,2007
03.11.02.03.14,Rumah Negara Golongan III Type E Permanen,2007
03.11.02.03.15,Rumah Negara Golongan III Type E Semi Permanen,2007
03.11.02.03.16,Rumah Negara Golongan III Type E Darurat,2007
03.11.02.03.17,Lain-lain,2007
03.11.02.04,Mess/Wisma/Bungalaw/Tempat Peristirahatan,2007
03.11.02.04.01,Mess/Wisma/Bungalau/Tempat Peristirahatan P,2007
03.11.02.04.02,Mess/Wisma/Bungalau/Tempat Peristirahatan SP,2007
03.11.02.04.03,Mess/Wisma/Bungalaw/Tempat Peristirahatan D,2007
03.11.02.04.04,Lain-lain,2007
03.11.02.05,Asrama,2007
03.11.02.05.01,Asrama Permanen,2007
03.11.02.05.02,Asmara Semi Permanen,2007
03.11.02.05.03,Asmara Darurat,2007
03.11.02.05.04,Lain-lain,2007
03.11.02.06,Hotel,2007
03.11.02.06.01,Hotel Permanen,2007
03.11.02.06.02,Hotel Semi Permanen,2007
03.11.02.06.03,Hotel Lainnya,2007
03.11.02.07,Motel,2007
03.11.02.07.01,Motel Permanen,2007
03.11.02.07.02,Motel Semi Permanen,2007
03.11.02.07.03,Motel Lainnya,2007
03.11.02.08,Flat/Rumah Susun,2007
03.11.02.08.01,Flat/Rumah Susun Permanen,2007
03.11.02.08.02,Flat/Rumah Susun Semi Permanen,2007
03.11.02.08.03,Lain-lain,2007
03.11.03,BANGUNAN MENARA,2007
03.11.03.01,Bangunan Menara Perambuan Penerang Pantai,2007
03.11.03.01.01,Menara Suar Listrik Diesel,2007
03.11.03.01.02,Menara Suar Listrik Non Diesel,2007
03.11.03.01.03,Lain-lain,2007
03.11.03.02,Bangunan Perambut Penerangan Pantai Tidak Bermenara,2007
03.11.03.02.01,Anak Pelampung,2007
03.11.03.02.02,Rambu Bermuncak,2007
03.11.03.02.03,Lain-lain,2007
03.11.03.03,Bangunan Menara Telekomunikasi,2007
03.11.03.03.01,Bangunan Menara Telpon,2007
03.11.03.03.02,Bangunan Menara Radio,2007
03.11.03.03.03,Bangunan Menara Televisi,2007
03.11.03.03.04,Bangunan Menara Pengatur Lalulintas Udara,2007
03.11.03.03.05,Lain-lain,2007
03.12,MONUMEN,2007
03.12.01,Bangunan Bersejarah,2007
03.12.01.01,Istana Peringatan,2007
03.12.01.01.01,Istana Peninggalan,2007
03.12.01.01.02,Lain-lain,2007
03.12.01.02,Rumah Adat,2007
03.12.01.02.01,Rumah Adat,2007
03.12.01.02.02,Lain-lain,2007
03.12.01.30,Rumah Peninggalan Sejarah,2007
03.12.01.03.01,Rumah Peninnggalan Sejarah,2007
03.12.01.03.02,Lain-lain,2007
03.12.01.04,Makam Bersejarah,2007
03.12.01.04.01,Makam Bersejarah,2007
03.12.01.04.02,Lain-lain,2007
03.12.01.05,Bangunan Tempat Ibadah Bersejarah,2007
03.12.01.05.01,Mesjid Bersejarah,2007
03.12.01.05.02,Gereja Bersejarah,2007
03.12.01.05.03,Tempat Ibadah Bersejarah Lainnya,2007
03.12.01.05.04,Lain-lain,2007
03.12.02,TUGU PERINGATAN,2007
03.12.02.01,Tugu Kemerdekaan,2007
03.12.02.01.01,Tugu Kemerdekaan,2007
03.12.02.01.02,Lain-lain,2007
03.12.02.02,Tugu Pembangunan,2007
03.12.02.02.01,Tugu Pembangunan,2007
03.12.02.02.02,Lain-lain,2007
03.12.02.03,Tugu Peringatan Lainnya,2007
03.12.02.03.01,Tugu Peringatan Lainnya,2007
03.12.02.03.02,Lain-lain,2007
03.12.03,CANDI,2007
03.12.03.01,Candi Hindu,2007
03.12.03.01.01,Candi Hindu,2007
03.12.03.01.02,Lain-lain,2007
03.12.03.02,Candi Bhuda,2007
03.12.03.02.01,Candi Bhuda,2007
03.12.03.02.02,Lain-lain,2007
03.12.03.03,Candi Lainnya,2007
03.12.03.03.01,Candi Lainnya,2007
03.12.03.03.02,Lain-lain,2007
03.12.04,MONUMEN/BANUNAN BERSEJARAH,2007
03.12.04.01,Bangunan Bersejarah Lainnya,2007
03.12.04.01.01,Bangunan Bersejarah Lainnya,2007
03.12.04.01.02,Lain-lain,2007
03.12.05,TUGU PERINGATAN,2007
03.12.05.01,Tugu Peringatan,2007
03.12.05.01.01,TUGU PERINGATAN,2007
03.12.05.01.02,Lain-lain,2007
03.12.06.01,TUGU TITIK KONTROL/PASTI,2007
03.12.06.01,Tugu/Tanda Batas,2007
03.12.06.01.01,Tugu/ tanda batas Administrasi Negara,2007
03.12.06.01.02,Tugu/tanda Batas Administrasi Prop,2007
03.12.06.01.03,Tugu/Tanda Batas Adminstrasi Kabupaten,2007
03.12.06.01.04,Tugu/ Tanda Batas Administrasi Kota madya,2007
03.12.06.01.05,Tugu/ Tanda Batas Administrasi Kota Administratif,2007
03.12.06.01.06,Tugu/ Tanda Batas Administrasi Kec.,2007
03.12.06.01.07,Tugu/ Tanda Batas Administrasi Desa,2007
03.12.06.01.08,Tugu/ Tanda Batas Administrasi Kelerahan,2007
03.12.06.01.09,Tugu/ Tanda Batas Administrasi Kepemilikan,2007
03.12.06.01.10,Lain-lain,2007
03.12.07,RAMBU-RAMBU,2007
03.12.07.01,Rambu Bersuar Lalu Lintas Darat,2007
03.12.07.01.01,Traffic Light,2007
03.12.07.01.02,Signal Kereta Api,2007
03.12.07.01.03,Lain-lain,2007
03.12.07.02,Rambu Tidak Bersuar,2007
03.12.07.02.01,Rambu Jalan,2007
03.12.07.02.02,Rambu Papan Tambahan,2007
03.12.07.02.03,Rambu Cermin,2007
03.12.07.02.04,Rambu Jembatan,2007
03.12.07.02.05,Lain-lain,2007
03.12.08,RAMBU-RAMBU LALU LINTAS UDARA,2007
03.12.08.01,Rumwey/Threshold Light,2007
03.12.08.01.01,Medium Intensity,2007
03.12.08.01.02,High Intensity,2007
03.12.08.01.03,Taxi Way Light,2007
03.12.08.01.04,Lain-lain,2007
03.12.08.02,Visual Approach Slope Indicator (VASI),2007
03.12.08.02.01,2 BAR Vasi,2007
03.12.08.02.02,3 BAR Vasi,2007
03.12.08.02.03,PASIS (Precesion Approach Path Indicator System),2007
03.12.08.02.04,Lain-lain,2007
03.12.08.03,ApproachLight,2007
03.12.08.03.01,High Intensity Approach Light,2007
03.12.08.03.02,Medium Intensity Approach Light,2007
03.12.08.03.03,Low Intensity Approach Light,2007
03.12.08.03.04,Sequence Plashing Light,2007
03.12.08.03.05,Lain-lain,2007
03.12.08.04,Rumwey Identification Light (Rells),2007
03.12.08.04.01,Rells Master Unit,2007
03.12.08.04.02,Rells Slave Unit,2007
03.12.08.04.03,Lain-lain,2007
03.12.08.05,Signal,2007
03.12.08.05.01,Rotating Baecon,2007
03.12.08.05.02,Illuminanted Landing T,2007
03.12.08.05.03,Illuminanted Windcone,2007
03.12.08.05.04,Sirine,2007
03.12.08.05.05,Obstruction Light,2007
03.12.08.05.06,Run Way Traffic Light,2007
03.12.08.05.07,Hazzard Beacon,2007
03.12.08.05.08,Lain-lain,2007
03.12.08.06,Flood Light,2007
03.12.08.05.01,Tungsten Halogen Flood Light,2007
03.12.08.05.02,Sodium Hight Prssure Flood Light,2007
03.12.08.05.03,Mercury Flood Light,2007
03.12.08.05.04,Lain-lain,2007
04,"GOLONGAN  JALAN, IRIGASI DAN JARINGAN",2007
04.13,JALAN DAN JEMBATAN,2007
04.13.01,JALAN,2007
04.13.01.01,Jalan Negara/Nasional,2007
04.13.01.01.01,Jalan Negara/Nasional Kelas I,2007
04.13.01.01.02,Jalan Negara/Nasional Kelas II,2007
04.13.01.01.03,Jalan Negara/Nasional Kelas III,2007
04.13.01.01.04,Jalan Negara/Nasional Kelas IV,2007
04.13.01.01.05,Jalan Negara/Nasional Kelas V,2007
04.13.01.01.06,Jalan Negara/Nasional Arteri,2007
04.13.01.01.07,Jalan Negara/Nasional Kolektor,2007
04.13.01.01.08,Jalan Negara/Nasional Stategis Nasional,2007
04.13.01.01.09,Lain-lain,2007
04.13.01.02,Jalan Propinsi,2007
04.13.01.02.01,Jalan Propinsi Kelas I,2007
04.13.01.02.02,Jalan Propinsi Kelas II,2007
04.13.01.02.03,Jalan Propinsi Kelas III,2007
04.13.01.02.04,Jalan Propinsi Kelas IV,2007
04.13.01.02.05,Jalan Propinsi Kelas V,2007
04.13.01.02.06,Jalan Propinsi Arteri,2007
04.13.01.02.07,Jalan Propinsi Kolektor,2007
04.13.01.02.08,Jalan Propinsi Lokal,2007
04.13.01.02.09,Jalan Propinsi Strategis Propinsi,2007
04.13.01.02.10,Lain-lain,2007
04.13.01.03,Jalan Kabupaten/Kota,2007
04.13.01.03.01,Jalan Kabupaten Kelas III,2007
04.13.01.03.02,Jalan Kabupaten Kelas IV,2007
04.13.01.03.03,Jalan Kabupaten Kelas V,2007
04.13.01.03.04,Jalan Kabupaten Ateri,2007
04.13.01.03.05,Jalan Kabupaten Kolektor,2007
04.13.01.03.06,Jalan Kabupaten Lokal,2007
04.13.01.03.07,Jalan Kabupaten Strategis Kabupaten,2007
04.13.01.03.08,Lain-lain,2007
04.13.01.04,Jalan Desa,2007
04.13.01.04.01,Jalan Desa,2007
04.13.01.04.12,Lain-lain,2007
04.13.01.05,Jalan Khusus,2007
04.13.01.05.01,JalanKhusus,2007
04.13.01.05.02,Lain air,2007
04.13.01.05.03,Jalan Khusus Inspeksi,2007
04.13.01.05.04,Jalan Khusus Komplek,2007
04.13.01.05.05,JalanKhusus Proyek,2007
04.13.01.05.06,Jalan Khusus Quarry,2007
04.13.01.05.07,JalanKhusus Lori,2007
04.13.01.05.08,Jalan Khusus Perorangan,2007
04.13.01.05.09,Jalan Khusus Under Pass,2007
04.13.01.05.10,Lain-lain,2007
04.13.01.06,Jalan Tol,2007
04.13.01.06.01,Jalan Tol Arteri,2007
04.13.01.06.02,Lain-lain,2007
04.13.01.07,Jalan Kereta,2007
04.13.01.07.01,Jalan Kereta Api Bantalan Besi,2007
04.13.01.07.02,Jalan Kereta Api Bantalan Beton,2007
04.13.01.07.03,Jalan Kereta Api Bantalan Kayu,2007
04.13.01.07.04,Lain-lain,2007
04.13.01.08,Landasan Pacu Pesawat Terbang,2007
04.13.01.08.01,Landasan Pacu Pesawat Terbang Permukaan Beton,2007
04.13.01.08.02,Landasan Pacu Pesawat Terbang Permukaan Aspal,2007
04.13.01.08.03,Landasan Pacu Pesawat Terbang Permukaan B.Karang,2007
04.13.01.08.04,Landasan Pesawat Terbang Permukaan Rumput,2007
04.13.01.08.05,Lain-lain,2007
04.13.02,JEMBATAN,2007
04.13.02.01,Jembatan Negara/Nasional,2007
04.13.02.01.01,Jembatan Beto,2007
04.13.02.01.02,Jembatan Baja,2007
04.13.02.01.03,Jembatan Kayu,2007
04.13.02.01.04,Jembatan Baliy,2007
04.13.02.01.05,Pas Batu,2007
04.13.02.01.06,Jembatan pada Jalan Nasional,2007
04.13.02.01.07,Jembatan pada Jalan Nasional Kolektor,2007
04.13.02.01.08,Jembatan pada Jalan Nasional Strategis,2007
04.13.02.01.09,Lain-lain,2007
04.13.02.02,Jembatan Propinsi,2007
04.13.02.02.01,Jembatan Beton,2007
04.13.02.02.02,Jembatan Baja,2007
04.13.02.02.03,Jembatan Kayu,2007
04.13.02.02.04,Jembatan Baliy,2007
04.13.02.02.05,Jembatan Pas Batu,2007
04.13.02.02.06,Jembatan pada Jalan Propinsi Arteri,2007
04.13.02.02.07,Jembatan pada Jalan Propinsi Kolektor,2007
04.13.02.02.08,Jembatan pada Jalan Propinsi Lokal,2007
04.13.02.02.09,Jembatan pada jalan Propinsi Strategis,2007
04.13.02.02.10,Lain-lain,2007
04.13.02.03,Jembatan Kabupaten/Kota,2007
04.13.02.03.01,Jembatan Beton,2007
04.13.02.03.02,Jembatan Baja,2007
04.13.02.03.03,Jembatan Kayu,2007
04.13.02.03.04,Jembatan Baliy,2007
04.13.02.03.05,Jembatan Pas Batu,2007
04.13.02.03.06,Jembatan Pda Jalan Kabupaten/Kota Arteri,2007
04.13.02.03.07,Jembatan pada Jalan Kabupaten/Kota Kolektor,2007
04.13.02.03.08,Jembatan pada Jalan Kabupaten/Kota Lokal,2007
04.13.02.03.09,Jembatan Pda Jalan Kabupaten/Kota Strategis,2007
04.13.02.03.10,Lain-lain,2007
04.13.02.04,Jembatan Desa,2007
04.13.02.04.01,Jembatan Beton,2007
04.13.02.04.02,Jembatan Baja,2007
04.13.02.04.03,Jembatan Kayu,2007
04.13.02.04.04,Jembatan Baliy,2007
04.13.02.04.05,Jembatan Pas Batu,2007
04.13.02.04.06,Jembatan pada Jalan Poros Desa,2007
04.13.02.04.07,Lain-lain,2007
04.13.02.05,Jembatan Khusus,2007
04.13.02.05.01,Jembatan Beton,2007
04.13.02.05.02,Jembatan Baja,2007
04.13.02.05.03,Jembatan Kayu,2007
04.13.02.05.04,Jembatan Baliy,2007
04.13.02.05.05,Jembatan Pas Batu,2007
04.13.02.05.06,Jembatan pada Jalan Khusus Inspeksi,2007
04.13.02.05.07,Jembatan pada Jalan Khusus Inspeksi,2007
04.13.02.05.08,Jembatan pada Jalan Khusus Proyek,2007
04.13.02.05.09,Jembatan pada Jalan Khusus Quarty,2007
04.13.02.05.10,Jembatan pada Jalan Khusus Lori,2007
04.13.02.05.11,Jembatan pada Jalan Khusus Badan Hukum,2007
04.13.02.05.12,Jembatan pada Jalan Khusus Perorangan,2007
04.13.02.05.13,Jembatan pada Jalan Khusus Fly Over,2007
04.13.02.05.14,Lain-lain,2007
04.13.02.06,Jembatan pada Jalan Tol,2007
04.13.02.06.01,Jembatan Pada Jalan Alteri,2007
04.13.02.06.02,Lain-lain,2007
04.13.02.07,Jembatan pada Jalan Kereta Api,2007
04.13.02.07.01,Jembatan pada Jalan Kereta ApiBantalan Besi,2007
04.13.02.07.02,Jembatan pada Jalan Kereta Api Bantalan Beton,2007
04.13.02.07.03,Jembatan pada Jalan Kereta Api,2007
04.13.02.07.04,Lain-lain,2007
04.13.02.08,Jembatan pada Landasan Pacu Pesawat Terbang,2007
04.13.02.08.01,Jembatan pada Landasan Pacu Pesawat Terbang Permukaan Beton,2007
04.13.02.08.02,Jembatan pada Landasan Pacu Pesawat Terbang Permukaan Aspal,2007
04.13.02.08.03,Jembatan pada Jalan Kereta Api,2007
04.13.02.08.04,Lain-lain,2007
04.13.02.09,Jembatan Penyebrangan,2007
04.13.02.09.01,Jembatan Penyebrangan Orang,2007
04.13.02.09.02,Jembatan Penyebrangan Kendaran,2007
04.13.02.09.03,Lain-lain,2007
04.14,BANGUNAN AIR/IRIGASI,2007
04.14.01,Bangunan Air Irigasi,2007
04.14.01.01,Bangunan Waduk,2007
04.14.01.01.01,Waduk Bendungan tanggul Manara Pengambilan pelimpahan Bajir dan Terowongan Pengelak,2007
04.14.01.01.02,"Waduk Bendungan,Tanggul dan Menara Pengambilan",2007
04.14.01.01.03,Waduk dengan Bend Menara Pengambilan,2007
04.14.01.01.04,Waduk dengan Tgl dan Pintu Air Menara Pengambilan,2007
04.14.01.01.05,Waduk dengan tgl Pintu Pengukur/Waduk Lapangan,2007
04.14.01.01.06,Lain-lain,2007
04.14.01.02,Bangunan Pengambilan Irigasi,2007
04.14.01.02.01,Bendung,2007
04.14.01.02.02,Bendung dengan Pintu Bilas,2007
04.14.01.02.03,Bendung dengan PompA,2007
04.14.01.02.04,Bendungan Pengambilan Bebas,2007
04.14.01.02.05,Bendungan Pengambilan Bebas dengan Pompa,2007
04.14.01.02.06,Sumur dengan Pompa,2007
04.14.01.02.07,Lain-lain,2007
04.14.01.03,Bangunan Pembawa Irigasi,2007
04.14.01.03.01,Saluran Muka,2007
04.14.01.03.02,Saluran Induk,2007
04.14.01.03.03,Saluran Sekunder,2007
04.14.01.03.04,Saluran Tertier,2007
04.14.01.03.05,Saluran Kawar Ter,2007
04.14.01.03.06,Saluran Pasang Tertutup/terowongan,2007
04.14.01.03.07,Saluran Sublesi,2007
04.14.01.03.08,Lain-lain,2007
04.14.01.04,Bangunan Pembuang Irigasi,2007
04.14.01.04.01,Saluran iNduk Pembuang,2007
04.14.01.04.02,Saluran Sekunder Pembuang,2007
04.14.01.04.03,Saluran Tertier Pembuang,2007
04.14.01.04.04,Lain-lain,2007
04.14.01.05,Bangunan Pengamanan Irigasi,2007
04.14.01.05.01,Tanggul Bajir,2007
04.14.01.05.02,Bangunan Pitu Air/Klep,2007
04.14.01.05.03,Lain-lain,2007
04.14.01.06,Bangunan Pelengkap Irigasi,2007
04.14.01.06.01,Bangunan Bagi,2007
04.14.01.06.02,Bangunan Bagi dan Sadap,2007
04.14.01.06.03,Bangunan Sadap,2007
04.14.01.06.04,BangunanGot Miring,2007
04.14.01.06.05,Bangunan-bangunan Terjun,2007
04.14.01.06.06,Bangunan Talang,2007
04.14.01.06.07,Bangunan Sipon,2007
04.14.01.06.08,Bangunan Gorong-gorong,2007
04.14.01.06.09,Bangunan Pelipah Samping,2007
04.14.01.06.10,Bangunan Qutiet,2007
04.14.01.06.11,BangunanPenahan Banjir,2007
04.14.01.06.12,Bangunan Pengeluaran/Pintu,2007
04.14.01.06.13,Bangunan Box Tersiar,2007
04.14.01.06.14,Bangunan Pengukur,2007
04.14.01.06.15,Bangunan Mandi Hewan,2007
04.14.01.06.16,Bangunan Pertemuan Saluran,2007
04.14.01.06.17,Bangunan PerlengkapanDalam Petak tersiar,2007
04.14.01.06.18,Bangunan Jembatan,2007
04.14.01.06.19,Lain-lain,2007
04.14.02,BANGUNAN AIR PASANG SURUT,2007
04.14.02.01,Bngunan Waduk,2007
04.14.02.01.01,Bangunan Waduk Pasang Surut,2007
04.14.02.01.02,Lain-lain,2007
04.14.02.02,Bangunan Pengambilan Pasang Surut,2007
04.14.02.02.01,Bendungan dengan Pompa,2007
04.14.02.02.02,Bebas dengan Pompa,2007
04.14.02.02.03,Lain-lain,2007
04.14.02.03,Bangunan Pembawa pasang Surut,2007
04.14.02.03.01,Saluran Muka,2007
04.14.02.03.02,Saluran Induk,2007
04.14.02.03.03,Saluran Sekunder,2007
04.14.02.03.04,Saluran Tertier,2007
04.14.02.03.05,Saluran Penyipanan Air,2007
04.14.02.03.06,Lain-lain,2007
04.14.02.04,Bangunan Pembuang Pasang Surut,2007
04.14.02.04.01,Saluran Induk (Primer) Pembuang,2007
04.14.02.04.02,Saluran Sekunder Pembuang,2007
04.14.02.04.03,Saluran Tertier Pembuang,2007
04.14.02.04.04,Saluran Pengumpul Air,2007
04.14.02.04.05,Terusan (Kanal),2007
04.14.02.04.06,Lain-lain,2007
04.14.02.05,Bangunan Pengaman Pasang Surut,2007
04.14.02.05.01,Pintu Air,2007
04.14.02.05.02,Pemasukan/Pembuang,2007
04.14.02.05.03,Kolam Pasang,2007
04.14.02.05.04,Lain-lain,2007
04.14.02.06,Bangunan Pelengkap Pasang Surut,2007
04.14.02.06.01,Bangunan Jembatan,2007
04.14.02.06.02,Jembatan Penghalang,2007
04.14.02.06.03,Bangunan Penuptup Pangkis Kotoran,2007
04.14.02.06.04,Bangunan Pengukur Air Muka,2007
04.14.02.06.05,Banguan Pengukur Curah Hujan,2007
04.14.02.06.06,Lain-lain,2007
04.14.02.07,Bangunan Sawah Pasang Surut,2007
04.14.02.07.01,Sawah Pasang Surt Teknis,2007
04.14.02.07.02,Sawah Pasang Surut Semi Teknis,2007
04.14.02.07.03,Sawah Pasang Sutu nonteknis,2007
04.14.02.07.04,Lain-lain,2007
04.14.03.01,Bangunan Air Pengembang Rawa Dan Poder,2007
04.14.03.01.01,Bangunan Waduk Pasang Rawa,2007
04.14.03.01.02,Banngunan Waduk,2007
04.14.03.01.03,Lain-lain,2007
04.14.03.02,Bangunan Pengembalian Pasang Rawa,2007
04.14.03.02.01,Bangunan Pengembalian,2007
04.14.03.02.02,Lain-lain,2007
04.14.03,Bangunan Pembawa Pasang Rawa,2007
04.14.03.03.01,Saluran Muka,2007
04.14.03.03.02,Saluran Induk,2007
04.14.03.03.03,Saluran Sekundre,2007
04.14.03.03.04,Saluran Tertier,2007
04.14.03.03.05,Lin-lain,2007
04.14.03.04,Bangunan Pembuang Pasang Rawa,2007
04.14.03.04.01,Saluran Induk Pembuang,2007
04.14.03.04.02,Saluran Sekuder Pembuang,2007
04.14.03.04.03,Saluran Tertier Pembuang,2007
04.14.03.04.04,Lain-lain,2007
04.14.03.05,Bangunan Pengamanan Pasang Surut,2007
04.14.03.05.01,Tanggung Keliling,2007
04.14.03.05.02,PintuAir/Klep,2007
04.14.03.05.03,Lain-lain,2007
04.14.03.06,Bangunan Pelengkap Pasang Rawa,2007
04.14.03.06.01,Bangunan Bagi dan Sdap,2007
04.14.03.06.02,Bangunan Sadap,2007
04.14.03.06.03,Bangunan Terjun,2007
04.14.03.06.04,Bangunan Syplon,2007
04.14.03.06.05,Gorong-gorong,2007
04.14.03.06.06,Bangunan Jembatan,2007
04.14.03.06.07,Bangunan Penghalang,2007
04.14.03.06.08,Bangunan Pengukur Muka Air,2007
04.14.03.06.09,BangunanPengukur Curah Hujan,2007
04.14.03.06.10,Bangunan Penutup Sungai,2007
04.14.03.06.11,Bangunan Stasiun Pompa Pemasukan/Pembuang,2007
04.14.03.06.12,Lain-lain,2007
04.14.03.07,Bangunan Sawah Pengembangan Rawa,2007
04.14.03.07.01,Sawah Rawa Teknis,2007
04.14.03.07.02,Sawah Rawa Semi Teknis,2007
04.14.03.07.03,Sawah Rawa Non Teknis,2007
04.14.03.07.04,Lain-lain,2007
04.14.04,BANGUNAN PENGAMAN SUNGAI DAN PENANGGULANGAN BENCANA ALAM,2007
04.14.04.01,Bangunan Waduk Penanggulangan Sungai,2007
04.14.04.01.01,Waduk dengan tanggul&Pintu Pembuang,2007
04.14.04.01.02,Waduk Jaringan Tanggul dan Pintu Pembuang dgn pompa,2007
04.14.04.01.03,Lain-lain,2007
04.14.04.02,Bangunan Pengambilan Pengamanan Sungai,2007
04.14.04.02.01,Bangunan Pengambilan Pengamanan Sungai,2007
04.14.04.02.02,Lain-lain,2007
04.14.04.03,Bangunan Pembuang Pengaman,2007
04.14.04.03.01,Bangunan Pembawa pengaman Sungai,2007
04.14.04.03.02,Lain-lain,2007
04.14.04.04,Bangunan Pembuang Pengaman Sungai,2007
04.14.04.04.01,Saluran Banjir,2007
04.14.04.04.02,Sluran Darinasi,2007
04.14.04.04.03,Lain-lain,2007
04.14.04.05,Bangunan Pengaman Pengamanan Sungai,2007
04.14.04.05.01,Tanggul Banjir,2007
04.14.04.05.02,Pintu Pengtur Banjir,2007
04.14.04.05.03,Klep Pengatur Banjir,2007
04.14.04.05.04,Coupur/Sodetan,2007
04.14.04.05.05,Kantong Pasir/Lahar/Lumpur,2007
04.14.04.05.06,Chekdam/Penahan Sadimn,2007
04.14.04.05.07,Krib Pengaman Talud/Pantai,2007
04.14.04.05.08,Bangunan Penguat Tebing,2007
04.14.04.05.09,Bangunan Pelimpah Banjir,2007
04.14.04.05.10,Dam Konsolidasi,2007
04.14.04.05.11,Peralatan Saringan Sampah (Pond Sarcen),2007
04.14.04.05.12,Lain-lain,2007
04.14.04.06,Bangunan Pelengkap Pengamanan Sungai,2007
04.14.04.06.01,Bangunan Suphon,2007
04.14.04.06.02,Bangunan Serong sorong,2007
04.14.04.06.03,Bangunan Jembatan,2007
04.14.04.06.04,Bangunan Pengukur Muka Air,2007
04.14.04.06.05,Bangunan Pengukur Curah Hujan,2007
04.14.04.06.06,BangunanStasion Pos Penjagaan/Pengamat,2007
04.14.04.06.07,Bangunan Dermaga,2007
04.14.04.06.08,Bangunan Stasiun PompaPembuang,2007
04.14.04.06.09,Lain-lain,2007
04.14.05,BANGUNAN PENGEMBANGAN SUMBER AIR DAN AIR TNH,2007
04.14.05.01,Bangunan Waduk Pengembangan  Sumber Air,2007
04.14.05.01.01,Bangunan Waduk Lapangan Pembuang,2007
04.14.05.01.02,Lain-lain,2007
04.14.05.02,Bangunan Pengambilam Pengembangan Sumber Air,2007
04.14.05.02.01,Sumber dengan Pompa,2007
04.14.05.02.02,Sumur Artetis,2007
04.14.05.02.03,Lain-lain,2007
04.14.05.03,Bangunan Pembawa Pengembangan Sumber Air,2007
04.14.05.03.01,Saluran Tertier,2007
04.14.05.03.02,Saluran Kwarter,2007
04.14.05.03.03,Lain-lain,2007
04.14.05.04,Bangunan Pembuang Pengembangan Sumber Air,2007
04.14.05.04.01,Bangunan Pembuang,2007
04.14.05.04.02,Lain-lain,2007
04.14.05.05,Bangunan Pengamanan Pengembangan Sumber Air,2007
04.14.05.05.01,Bak Penam pung/Kolam Ukur,2007
04.14.05.05.02,Klimatologi,2007
04.14.05.05.03,Hidrohitri,2007
04.14.05.05.04,Sumur Pengamatan,2007
04.14.05.05.05,Lain-lain,2007
04.14.05.06,Bangunan Pelengkap Pengembangan Sumber Air,2007
04.14.05.06.01,Bangunan Terpia,2007
04.14.05.06.03,Bangunan Talang,2007
04.14.05.06.04,Bangunan Syphon,2007
04.14.05.06.05,Bangunan Gorong-gorong,2007
04.14.05.06.06,Bangunan Bor Tersiar,2007
04.14.05.06.07,Jembatan Penghalang/Jalan,2007
04.14.05.06.08,Lain-lain,2007
04.14.06,BANGUNAN AIR BERSIH/BAKU,2007
04.14.06.01,Waduk AirBersih/AirBaku,2007
04.14.06.01.01,Waduk Penyimpanan Air Baku,2007
04.14.06.01.02,Waduk Penyimpanan Air Hujan,2007
04.14.06.01.03,Lain-lain,2007
04.14.06.02,Bangunan Pengambilan Air Bersih/Baku,2007
04.14.06.02.01,Bendung,2007
04.14.06.02.02,Bendung Dengan Pompa,2007
04.14.06.02.03,Bebas,2007
04.14.06.02.04,Bebas Dengan Pompa,2007
04.14.06.02.05,Sumber dengan Penangkap,2007
04.14.06.02.06,Bangunan Pengambilan Dari Waduk,2007
04.14.06.02.07,Bangunan Pengambilan Dari Sungai,2007
04.14.06.02.08,Bangunan Pengambilan Dari Danau,2007
04.14.06.02.09,Bangunan Pengambilan Dari Rawa,2007
04.14.06.02.10,Bangunan Pengambilan Dari Laut,2007
04.14.06.02.11,Bangunan Pengambilan Dari Sumber Air,2007
04.14.06.02.12,Bangunan Pengambilan Dari Sumur Artetis,2007
04.14.06.02.13,Lain-lain,2007
04.14.06.03,Bangunan Pembawa Air Bersih,2007
04.14.06.03.01,Saluran Pembawa Air Baku Terbuka,2007
04.14.06.03.02,Saluran Pembawa Air Baku Tertutup,2007
04.14.06.03.03,Lain-lain,2007
04.14.06.04,Bangunan Pembuang Air Bersih/Air Baku,2007
04.14.06.04.01,Saluran Pembuang Air Cucian,2007
04.14.06.04.02,Saluran Pembuang Air Cucian Instalasi,2007
04.14.06.04.03,Lain-lain,2007
04.14.06.05,Bangunan Pelengkap Air Bersih/Air Baku,2007
04.14.06.05.01,Bangunan Talang,2007
04.14.06.05.02,Bangunan Syplon,2007
04.14.06.05.03,Bangunan Gorong-gorong,2007
04.14.06.05.04,Bangunan Jembatan,2007
04.14.06.05.05,BangunanPenampung Air Baku,2007
04.14.06.05.06,Bangunan Hidran Umum,2007
04.14.06.05.07,BangunanMandi Cuci Kakus (MCK),2007
04.14.06.05.08,BangunanMenar/Bak Penampung/Reservok Air Umum,2007
04.14.06.05.09,Lain-lain,2007
04.14.07,BANGUNAN AIR KOTOR,2007
04.14.07.01.01,Bangunan Pembawa Air Kotor,2007
04.14.07.01.02,Saluran Pengumpul Air Kotor,2007
04.14.07.01.03,Saluran Pengumpul Air Buangan Domestik,2007
04.14.07.01.04,Saluran Pengumpul Aior Buangan Industri,2007
