Kode,Nama,Tahun
02.08.01.09.51,Kielland obsterical forceps 44 Cm Stainless Steel,2007
02.08.01.09.52,Piper obsterical forceps 44 Cm Stainless Steel,2007
02.08.01.09.53,Naegle perferator 27 Cm Stainless Steel,2007
02.08.01.09.54,Vacum exatractor,2007
02.08.01.09.55,Foetal monitoring,2007
02.08.01.09.56,Kymography hidro/co2,2007
02.08.01.09.57,Suction pump,2007
02.08.01.09.58,Operating table,2007
02.08.01.09.59,Cardiotocography,2007
02.08.01.09.60,Anesthesi apparatur,2007
02.08.01.09.61,Operating lamp,2007
02.08.01.09.62,Electro Cardography,2007
02.08.01.09.63,Infusion Pump,2007
02.08.01.09.64,Baby Weighing Scale,2007
02.08.01.09.65,Neonatal Resuscitation,2007
02.08.01.09.66,Gygmomanometer Exam Table,2007
02.08.01.09.67,Spygmomanometer,2007
02.08.01.09.68,Baby incubator,2007
02.08.01.09.69,Examination table,2007
02.08.01.09.70,Examination lamp,2007
02.08.01.09.71,Scale weight,2007
02.08.01.09.72,Autoclave table,2007
02.08.01.09.73,Film Viewer,2007
02.08.01.09.74,Lain-lain,2007
02.08.01.10,Alat kedoteran Bagian Penyakit dalam,2007
02.08.01.10.01,Cardiologi bed uk 200x90,2007
02.08.01.10.02,Cholera set with cup,2007
02.08.01.10.03,meja sunti beroda,2007
02.08.01.10.04,timbangan orang dewasa,2007
02.08.01.10.05,infus standar hight 2 meter,2007
02.08.01.10.06,giving Set,2007
02.08.01.10.07,Soulusion Administrasi Set,2007
02.08.01.10.08,Vanasitie set in metal case,2007
02.08.01.10.09,Termomter mercuri untuk suhu badan,2007
02.08.01.10.10,Slijim Zuiger dengan motor disamoing slijin zuiger biasa,2007
02.08.01.10.11,Oxigen tank complete with monometer,2007
02.08.01.10.12,Diagnotis Set,2007
02.08.01.10.13,Tensimeter  mercuri complete,2007
02.08.01.10.14,Mehngine biopay medie,2007
02.08.01.10.15,neeidie fucionstemat/spinal,2007
02.08.01.10.16,Urometer,2007
02.08.01.10.17,Spetel lidah,2007
02.08.01.10.18,Mag sonde Rubber,2007
02.08.01.10.19,Ember Plastik dengan pengukur tinja kolera,2007
02.08.01.10.20,Pengukur Blood plasma with Droper sulwat methode,2007
02.08.01.10.21,Metal caheter,2007
02.08.01.10.22,Catheter Urine Rubber,2007
02.08.01.10.23,Ice Cup Import,2007
02.08.01.10.24,Pehneumathorax Set Complete,2007
02.08.01.10.25,Portable Elektrocardiograh (ECG)1chanel,2007
02.08.01.10.26,Portable X-Ray 30 MA Complete,2007
02.08.01.10.27,Reflek Hammer stainless steel,2007
02.08.01.10.28,"Spuit 2cc, 5cc,10 cc",2007
02.08.01.10.29,"Jarum suntik No. 12,14,16,19,20",2007
02.08.01.10.30,Sterelisator for Instrument portable,2007
02.08.01.10.31,Couch Examination,2007
02.08.01.10.32,Spymamanometer,2007
02.08.01.10.33,Film Viewer,2007
02.08.01.10.34,Spirometer,2007
02.08.01.10.35,Body Scale,2007
02.08.01.10.36,Subtion Thorax,2007
02.08.01.10.37,Suction Thorax,2007
02.08.01.10.38,Autoclave Table,2007
02.08.01.10.39,Examination Table,2007
02.08.01.10.40,Exmination Lamp,2007
02.08.01.10.41,Stool Fixed Height,2007
02.08.01.10.42,Scale Helght,2007
02.08.01.10.43,Resuscitation For Aduit,2007
02.08.01.10.44,Resuscitation For Paediatric,2007
02.08.01.10.45,Infusion Pump,2007
02.08.01.10.46,Bronchoscope,2007
02.08.01.10.47,Nebulizer,2007
02.08.01.10.48,ltrasonic Nebulizer,2007
02.08.01.10.49,Asma Bronchial,2007
02.08.01.10.50,Bronchitasys,2007
02.08.01.10.51,Pieural Blopsy,2007
02.08.01.10.52,Trantorakal Jarum,2007
02.08.01.10.53,Blospsy pieure,2007
02.08.01.10.54,endrotracheal,2007
02.08.01.10.55,suction for thorax,2007
02.08.01.10.56,Ultra Sono grapy (USG),2007
02.08.01.10.57,"endoscopy, with cold light Suorce",2007
02.08.01.10.58,cardio Pulmonary,2007
02.08.01.10.59,Electro Nystocmograph,2007
02.08.01.10.60,Resuscitator for adult,2007
02.08.01.10.61,Resuuscitator For paediatric,2007
02.08.01.10.62,Ventilator,2007
02.08.01.10.63,spyometer,2007
02.08.01.10.64,aminiascope,2007
02.08.01.10.65,Ultrasonic pachymeter,2007
02.08.01.10.66,static/Kinetic projection Perimeter,2007
02.08.01.10.67,Duadeno Fibercope therpy,2007
02.08.01.10.68,CO2&O2 Monitor,2007
02.08.01.10.69,Impusion Pump,2007
02.08.01.10.70,Couch Examinnation Urology,2007
02.08.01.10.71,film fiewer,2007
02.08.01.10.72,Stool fixed hight,2007
02.08.01.10.73,Head Lamp,2007
02.08.01.10.74,Optalmuscope,2007
02.08.01.10.75,Rectal almometer,2007
02.08.01.10.76,hammer Reflex,2007
02.08.01.10.77,Diagnistic Set,2007
02.08.01.10.78,Suction For Therex,2007
02.08.01.10.79,Suction Unit For Endoscopy,2007
02.08.01.10.80,ESWL,2007
02.08.01.10.81,Lain-lain,2007
02.08.01.11,Mortuary,2007
02.08.01.11.01,autopsy table,2007
02.08.01.11.02,Motoary refrigerator,2007
02.08.01.11.03,Operating lamp,2007
02.08.01.11.04,Autopsi apparatus,2007
02.08.01.11.05,mortuary racks,2007
02.08.01.11.06,Lain-lain,2007
02.08.01.12,Alat Kesehatan anak,2007
02.08.01.12.01,Giving Set,2007
02.08.01.12.02,Intravinus & Tranfusion Needie,2007
02.08.01.12.03,Wing Needle scalviem Needle,2007
02.08.01.12.04,hypodemic Needle,2007
02.08.01.12.05,symge case Syringe Container 2cc/5cc,2007
02.08.01.12.06,Sliim Zulger Elektirc Suction 110-220 Vit/50Hz,2007
02.08.01.12.07,Suction Hand pump,2007
02.08.01.12.08,Tangue depressor Stanninle steel,2007
02.08.01.12.09,Diagnostic Set,2007
02.08.01.12.10,Pecusion Hammer,2007
02.08.01.12.11,Ogxygen Monometer With ergulator,2007
02.08.01.12.12,Ogsigen Monometer With regulator,2007
02.08.01.12.13,Ogsigen Monometer With regulator,2007
02.08.01.12.14,Cinical Thermometer,2007
02.08.01.12.15,Premature Infant Incubator,2007
02.08.01.12.16,Infust Standar Max High 2 Meter,2007
02.08.01.12.17,Waskom 400 Meter Stainlis,2007
02.08.01.12.18,Nierbekken Stainlis Steel,2007
02.08.01.12.19,Thorax Phocture,2007
02.08.01.12.20,water Seal drnige Seet,2007
02.08.01.12.21,Pleural Byossy Punclure Set,2007
02.08.01.12.22,Lumbal Puncure Needie,2007
02.08.01.12.23,Vanasekrtie Set,2007
02.08.01.12.24,"Syrenge 2cc,5cc.10cc.100cc",2007
02.08.01.12.25,Insrumen Tray stainless steel 36x30x5 cm,2007
02.08.01.12.26,translummintion Lamp,2007
02.08.01.12.27,uberculine Syringe 1cc,2007
02.08.01.12.28,TuberculineNeedle,2007
02.08.01.12.29,Ice Cup Import,2007
02.08.01.12.30,Tranceotomi Set in Case,2007
02.08.01.12.31,Portable UCG AC/DC 1 chanel,2007
02.08.01.12.32,Pulsameter,2007
02.08.01.12.33,Blood Sedimentation Rate Count Set,2007
02.08.01.12.34,Test Tube Box,2007
02.08.01.12.35,Gastric Juice Examining Set,2007
02.08.01.12.36,Trachea Canula,2007
02.08.01.12.37,Sphygmomanometer Mercurial,2007
02.08.01.12.38,Urioir Salbuminometer,2007
02.08.01.12.39,Urinoir Salbuminometer,2007
02.08.01.12.40,Es Bach Salbuminometer,2007
02.08.01.12.41,HB Meter,2007
02.08.01.12.42,Bone Narrow Puncture Needle,2007
02.08.01.12.43,Measuring Rond Infat With Rall,2007
02.08.01.12.44,Measuring Rond Infat With Rall,2007
02.08.01.12.45,Wight  Scale Capasity 120 Kg,2007
02.08.01.12.46,Asciter Trocar,2007
02.08.01.12.47,Blood Type Viewer Illiminated,2007
02.08.01.12.48,Blood Donor Set,2007
02.08.01.12.49,Blood Donor Set,2007
02.08.01.12.50,3 Way Coeks,2007
02.08.01.12.51,Liver Biopsy Needle,2007
02.08.01.12.52,Doek Klem Towel Forceps,2007
02.08.01.12.53,Small Instrument Strerelized,2007
02.08.01.12.54,Alcohol Cotton Case,2007
02.08.01.12.55,"Rubber Glowes 7-7,5",2007
02.08.01.12.56,Sterelisator for Instrument portable,2007
02.08.01.12.57,Meja Periksa 200 x 90 x 100 cc,2007
02.08.01.12.58,Boscket Lamp Complete With Batteray,2007
02.08.01.12.59,Combination Weight and Height Scale,2007
02.08.01.12.60,Measuring infant Baby With Rail,2007
02.08.01.12.61,Pheumatic Tomiquite,2007
02.08.01.12.62,Tubercolusis Diagnitic Kit,2007
02.08.01.12.63,Vaccination  Needle Set,2007
02.08.01.12.64,Vacinating Instrumen Kit,2007
02.08.01.12.65,Aunoscope,2007
02.08.01.12.66,Kar Speculum Set,2007
02.08.01.12.67,Masal Speculum Set,2007
02.08.01.12.68,Rectal Magnifier With Lamp,2007
02.08.01.12.69,Rental Touglas Hegar Dilator Set,2007
02.08.01.12.70,Stomach Evacuator,2007
02.08.01.12.71,Stomach Imigrator,2007
02.08.01.12.72,Tuberculuse Diangnotic Qutfit,2007
02.08.01.12.73,Baby Incubator,2007
02.08.01.12.74,Blus Light,2007
02.08.01.12.75,Photno Cardipgraph,2007
02.08.01.12.76,Respirator,2007
02.08.01.12.77,Pediatric/Infant Vintilator,2007
02.08.01.12.78,Pediatric Surveilace Monitor,2007
02.08.01.12.79,Suction Pump,2007
02.08.01.12.80,Spyagmomanometer,2007
02.08.01.12.81,Lain-lain,2007
02.08.01.13,Polikinik Set,2007
02.08.01.13.01,"Basin Kidly, Staninless, Length 25 cm",2007
02.08.01.13.02,Bed Pan For Child,2007
02.08.01.13.03,Bed Pan For Adult 310 mm Complete,2007
02.08.01.13.04,Basis Solution,2007
02.08.01.13.05,Hammer Refflex,2007
02.08.01.13.06,"Thermometer Oral, Air Raksa",2007
02.08.01.13.07,"Thermometer Reoral, Air Raksa",2007
02.08.01.13.08,Diagnostic Set In Case Metal Stanless Steel,2007
02.08.01.13.09,Blood Presure Meter With Pump Raksa,2007
02.08.01.13.10,Suture Needle,2007
02.08.01.13.11,Hypodermic Needle,2007
02.08.01.13.12,Michel Woud Cilps Steel To Container Record,2007
02.08.01.13.13,Syringe (..MI) Container Stainless,2007
02.08.01.13.14,Syringe Tuberculine 1 ml,2007
02.08.01.13.15,Case With Closing Handies 500x200x60 mm,2007
02.08.01.13.16,Leather Case For Metal Container,2007
02.08.01.13.17,Container For Tuberculine Syringe,2007
02.08.01.13.18,Container For (..ml) Syringe,2007
02.08.01.13.19,Bottle Alkohol (..it),2007
02.08.01.13.20,Spirit Bumer,2007
02.08.01.13.21,Sterillizer For Spirit Heating,2007
02.08.01.13.22,Dressing Forceps (..cm),2007
02.08.01.13.23,Tissu Forceps,2007
02.08.01.13.24,Sterillizer For Syringe,2007
02.08.01.13.25,Kelly Heam Forceps 14 cm,2007
02.08.01.13.26,"Khoher Heam Forceps 10,5 cm",2007
02.08.01.13.27,"Halsread Mosqaito Forceps 12,5 cm",2007
02.08.01.13.28,"Recherter Pean Forceps 10,5 cm",2007
02.08.01.13.29,"Probes 14,5 cm",2007
02.08.01.13.30,Hegar Mayo's Needle Holder 15 cm,2007
02.08.01.13.31,Burning Tongue Pressure,2007
02.08.01.13.32,Operating Scirssr Blunt Sharp,2007
02.08.01.13.33,Knife Handle,2007
02.08.01.13.34,Scalpes Blades,2007
02.08.01.13.35,Foster Sponge Holding,2007
02.08.01.13.36,Scissors Gips,2007
02.08.01.13.37,Universal Scissors,2007
02.08.01.13.38,Tray Plain 250x130x30 ml,2007
02.08.01.13.39,Paratus 55 cc lengkap dengan Syringe dan Jarum,2007
02.08.01.13.40,Mayo Hegar's Holder,2007
02.08.01.13.41,Retractor Langeback,2007
02.08.01.13.42,Retractor Volkman,2007
02.08.01.13.43,Retractor Farabeuf,2007
02.08.01.13.44,Retractor Roux,2007
02.08.01.13.45,Cheron Sponge Forceps,2007
02.08.01.13.46,Dissecting Forceps,2007
02.08.01.13.47,Suture Mochel Set,2007
02.08.01.13.48,Anasthetic,2007
02.08.01.13.49,Tape Measure,2007
02.08.01.13.50,Bowi Solution Tas Kulit,2007
02.08.01.13.51,Tas Kulit,2007
02.08.01.13.52,Gloves,2007
02.08.01.13.53,Sheathing Plastic,2007
02.08.01.13.54,Brush,2007
02.08.01.13.55,Suture Cotton Sice,2007
02.08.01.13.56,Forceps Sterillizer Cheattles,2007
02.08.01.13.57,Scissors Bandage,2007
02.08.01.13.58,Charst Vision Testing,2007
02.08.01.13.59,Head Mirror,2007
02.08.01.13.60,Clips and Appliying and Removing,2007
02.08.01.13.61,Paratus (cc),2007
02.08.01.13.62,Lain-lain,2007
02.08.01.14,Penderita Cacat Tubuh,2007
02.08.01.14.01,Crude,2007
02.08.01.14.02,Wheel Chair,2007
02.08.01.14.03,Artetis,2007
02.08.01.14.04,Ringen,2007
02.08.01.14.05,Trade Sandow,2007
02.08.01.14.06,Hardstock,2007
02.08.01.14.07,Tiang Keseimbangan,2007
02.08.01.14.08,Lain-lain,2007
02.08.01.15,Alat Kedokteran Neurologi (Syaraf),2007
02.08.01.15.01,Electro Encephalograph,2007
02.08.01.15.02,Echo Encephalograph,2007
02.08.01.15.03,Electro Myograph,2007
02.08.01.15.04,Electro Stimulator,2007
02.08.01.15.05,Patient Monitor,2007
02.08.01.15.06,Anaesthesi Apparatus,2007
02.08.01.15.07,Electro Surgery,2007
02.08.01.15.08,Respirator,2007
02.08.01.15.09,Ventilator,2007
02.08.01.15.10,Spygmomameter,2007
02.08.01.15.11,Lain-lain,2007
02.08.01.16,Alat Kedokteran Jantung,2007
02.08.01.16.01,Electrocardiograph,2007
02.08.01.16.02,Bed Side Monitor,2007
02.08.01.16.03,Defibriator,2007
02.08.01.16.04,Operating Table,2007
02.08.01.16.05,Operating Lamp,2007
02.08.01.16.06,Suction Pump,2007
02.08.01.16.07,Infusion Pump,2007
02.08.01.16.08,Resuscitator,2007
02.08.01.16.09,Ventilator,2007
02.08.01.16.10,Anaesthesi Apparatus,2007
02.08.01.16.11,Oxygen Tent,2007
02.08.01.16.12,Spyagmomanometer,2007
02.08.01.16.13,Central Gas,2007
02.08.01.16.14,Central Suction,2007
02.08.01.16.15,Suction Thorax,2007
02.08.01.16.16,Mobile X-Ray Unit,2007
02.08.01.16.17,Heart Rate Monitor,2007
02.08.01.16.18,Respiration Monitor,2007
02.08.01.16.19,Bood Pressure Monitor,2007
02.08.01.16.20,Temperature Monitor,2007
02.08.01.16.21,Heamodyalisis Unit,2007
02.08.01.16.22,Blood Gas Analizer,2007
02.08.01.16.23,Electrolyt Analizer,2007
02.08.01.16.24,ECG 1 Channel,2007
02.08.01.16.25,ECG 3 Channel,2007
02.08.01.16.26,Central Monitor,2007
02.08.01.16.27,Echo Candiograph,2007
02.08.01.16.28,Holter Monitor,2007
02.08.01.16.29,Phonocardiograph,2007
02.08.01.16.30,Cardiac Resuscitator,2007
02.08.01.16.31,Treadmill Exercise Test,2007
02.08.01.16.32,Cardiac Massage Unit,2007
02.08.01.16.33,Mobile X-Ray & Image int,2007
02.08.01.16.34,Cardiac Output,2007
02.08.01.16.35,Pace Maker,2007
02.08.01.16.36,Asrrytmia Monitor,2007
02.08.01.16.37,Oxator Head Complete,2007
02.08.01.16.38,Echo Cateter Isation,2007
02.08.01.16.39,Respiration,2007
02.08.01.16.40,Cardiac Recorder,2007
02.08.01.16.41,Lain-lain,2007
02.08.01.17,Alat Kedokteran Nuklir,2007
02.08.01.17.01,Gamma Camera,2007
02.08.01.17.02,RIA Equipment,2007
02.08.01.17.03,Computerized Tomograph (SPECT),2007
02.08.01.17.04,Renograph,2007
02.08.01.17.05,Thryrold,2007
02.08.01.17.06,Lain-lain,2007
02.08.01.18,Alat Kedokteran Radiologi,2007
02.08.01.18.01,Mobile A-Ray Unit,2007
02.08.01.18.02,Basic Radiography System,2007
02.08.01.18.03,General Examination,2007
02.08.01.18.04,Mass Chest Unit,2007
02.08.01.18.05,Skul Unit,2007
02.08.01.18.06,Mammography Unit,2007
02.08.01.18.07,Tomograph Unit,2007
02.08.01.18.08,Angiography,2007
02.08.01.18.09,Zonography Unit,2007
02.08.01.18.10,CT Scanner,2007
02.08.01.18.11,Magnetic Resonante Imaging,2007
02.08.01.18.12,Digital Subtract Angiong,2007
02.08.01.18.13,Dental Panaromic,2007
02.08.01.18.14,Automatic Film Processing,2007
02.08.01.18.15,Manual Film Processing,2007
02.08.01.18.16,Film Drayer,2007
02.08.01.18.17,Film Pass Box,2007
02.08.01.18.18,Film Masker,2007
02.08.01.18.19,Cassete Semua Ukuran,2007
02.08.01.18.20,Film Hanger Semua Ukuran,2007
02.08.01.18.21,X-Ray Contect Therapy,2007
02.08.01.18.22,X-Ray Superficial Therapy,2007
02.08.01.18.23,Deep Therapy,2007
02.08.01.18.24,Medium Voltage Therapy,2007
02.08.01.18.25,Cobalt 60,2007
02.08.01.18.26,Linier Accelerator,2007
02.08.01.18.27,After Loading,2007
02.08.01.18.28,Treatment Plan Computer,2007
02.08.01.18.29,Localizer/Simulator,2007
02.08.01.18.30,Lain-lain,2007
02.08.01.19,Alat Kedokteran Kulit dan Kelamin,2007
02.08.01.19.01,Electro Coutary Treatment,2007
02.08.01.19.02,Ultra Violet Unit,2007
02.08.01.19.03,Examination Lamp,2007
02.08.01.19.04,Tissue Incubator,2007
02.08.01.19.05,Sterillizer,2007
02.08.01.19.06,Dematology Laser,2007
02.08.01.19.07,Skin Draffting,2007
02.08.01.19.08,Lain-lain,2007
02.08.01.20,Alat Kedokteran Gawat Darurat,2007
02.08.01.20.01,Vebtilator,2007
02.08.01.20.02,Defibrillator,2007
02.08.01.20.03,Bed Side Monitor,2007
02.08.01.20.04,Operating Lamp,2007
02.08.01.20.05,Sterillizer,2007
02.08.01.20.06,Suction Pump,2007
02.08.01.20.07,Electro Surgery,2007
02.08.01.20.08,Anaesthesi Apparatus,2007
02.08.01.20.09,X-Ray Unit,2007
02.08.01.20.10,Infusion Pump,2007
02.08.01.20.11,Inhalation Unit,2007
02.08.01.20.12,Operating Table,2007
02.08.01.20.13,Oxigen Test,2007
02.08.01.20.14,Suction Thorax,2007
02.08.01.20.15,Emergency Kit,2007
02.08.01.20.16,Lain-lain,2007
02.08.01.21,Alat Kedokteran Jiwa,2007
02.08.01.21.01,EEG,2007
02.08.01.21.02,EMG,2007
02.08.01.21.03,Electro ShockTherapy,2007
02.08.01.21.04,Electro Stimulator,2007
02.08.01.21.05,Defibrillator,2007
02.08.01.21.06,Suction Pump,2007
02.08.01.21.07,Spygmomanometer,2007
02.08.01.21.08,Scale,2007
02.08.01.21.09,Stoboscapes,2007
02.08.01.21.10,Examination Table,2007
02.08.01.21.11,Examination Lamp,2007
02.08.01.21.12,Resuscilator,2007
02.08.01.21.13,Lain-lain,2007
02.08.02,ALAT KESEHATAN,2007
02.08.02.01,Alat Kesehatan Perawatan,2007
02.08.02.01.01,Nurse Set,2007
02.08.02.01.02,Lain-lain,2007
02.08.02.02,Alat Kesehatan Rehabilatasi Medis,2007
02.08.02.02.01,Short Wave Diathermy,2007
02.08.02.02.02,Micro Wave Diathermy,2007
02.08.02.02.03,Ultra Sound Therapy,2007
02.08.02.02.04,L.F. Electro Therapy,2007
02.08.02.02.05,Faradic Galavanic Therapy,2007
02.08.02.02.06,Laser Therapy,2007
02.08.02.02.07,Infra Red & Ultraviolet,2007
02.08.02.02.08,Compression Therapy,2007
02.08.02.02.09,Acupunture Therapy,2007
02.08.02.02.10,Traction Unit,2007
02.08.02.02.11,Suspension & Pulley Equipment,2007
02.08.02.02.12,Exercise Equipment,2007
02.08.02.02.13,Tread Mill,2007
02.08.02.02.14,Paralin Bath,2007
02.08.02.02.15,Hydric Therapy,2007
02.08.02.02.16,Bath Will Pool,2007
02.08.02.02.17,Pulsa Erator Unit,2007
02.08.02.02.18,Isostations For Accurate,2007
02.08.02.02.19,Lymphatic Pirysiotherapy,2007
02.08.02.02.20,Finger Muscie Therapy,2007
02.08.02.02.21,There Peutical Nerve & Muscle Stimulation,2007
02.08.02.02.22,Rowing Machine,2007
02.08.02.02.23,ExerciseBlicyles,2007
02.08.02.02.24,Electro Stimulation & Analgesia,2007
02.08.02.02.25,Whell Chair,2007
02.08.02.02.26,Lain-lain,2007
02.08.02.03,Alat Kesehatan Matra Laut,2007
02.08.02.03.01,Ergo Cycle,2007
02.08.02.03.02,Monoplane Chamber,2007
02.08.02.03.03,Walk In,2007
02.08.02.03.04,Walk In Chamb Monocomp,2007
02.08.02.03.05,Walk In Chamb Multicomp,2007
02.08.02.03.06,Tread Mill,2007
02.08.02.03.07,Spirometer,2007
02.08.02.03.08,Spirometer BMR,2007
02.08.02.03.09,Spirometer VO Max,2007
02.08.02.03.10,Telemeter,2007
02.08.02.03.11,Vision Screnner,2007
02.08.02.03.12,Sound Level Meter,2007
02.08.02.03.13,Alat-alat Mikrolimat,2007
02.08.02.03.14,Diving Tank,2007
02.08.02.03.15,Bubble Nitrogen Detector,2007
02.08.02.03.16,O2 Gas Analyzer,2007
02.08.02.03.17,"O2, N2 Blood Analyzer",2007
02.08.02.03.18,CO2 Gas Analyzer,2007
02.08.02.03.19,O2 Master,2007
02.08.02.03.20,Fire Extinghuizer,2007
02.08.02.03.21,Scrubber Equipment,2007
02.08.02.03.22,Compresor,2007
02.08.02.03.23,Compresor High Presure,2007
02.08.02.03.24,Compresor Low Presure,2007
02.08.02.03.25,Chiler System Equipment,2007
02.08.02.03.26,Audio/Video Comunication,2007
02.08.02.03.27,Mixed Gas Central Equiment,2007
02.08.02.03.28,Scuba Closed Circuit,2007
02.08.02.03.29,Superlife 17 B,2007
02.08.02.03.30,Audimeter Computerized,2007
02.08.02.03.31,Vestibulator Test Equip,2007
02.08.02.03.32,Lain-lain,2007
02.08.02.04,Alat Kesehatan Matra Udara,2007
02.08.02.04.01,Basic Orentation Trainer,2007
02.08.02.04.02,Human Centrifuge,2007
02.08.02.04.03,Decompression Chamber,2007
02.08.02.04.04,Ejection Seat Trainer,2007
02.08.02.04.05,Auto Sprirometer,2007
02.08.02.04.06,ECG/EEG Recorder,2007
02.08.02.04.07,ECG Unit,2007
02.08.02.04.08,ENG Unit,2007
02.08.02.04.09,Lain-lain,2007
02.08.02.05,Alat Kesehatan Kedokteran Kepolisian,2007
02.08.02.05.01,Anthropometer,2007
02.08.02.05.02,Airpolution Tst Equipt,2007
02.08.02.05.03,Boneka,2007
02.08.02.05.04,Boneka Anatomi,2007
02.08.02.05.05,Boneka Resucitasi Anne,2007
02.08.02.05.06,Boneka Resucitasi Anne Rec,2007
02.08.02.05.07,Emergency Adult,2007
02.08.02.05.08,Forensic Odontology Set,2007
02.08.02.05.09,Infition Trainer,2007
02.08.02.05.10,Intubation Trainer,2007
02.08.02.05.11,Lain-lain,2007
02.08.02.06,Alat Kesehatan Olah Raga,2007
02.08.02.06.01,Treat Mill,2007
02.08.02.06.02,Track Sendo,2007
02.08.02.06.03,Sepeda Statis,2007
02.08.02.06.04,Lain-lain,2007
02.09,ALAT LABORATORIM,2007
02.09.01,UNIT UNIT LABORATORIUM,2007
02.09.01.01,Alat Laboratorium Kimia Air,2007
02.09.01.01.01,Conductivity Meter,2007
02.09.01.01.02,Hallige Comperator,2007
02.09.01.01.04,Hellige Tubidity Meter,2007
02.09.01.01.05,Spectro Photo Meter,2007
02.09.01.01.06,Discicator/Eksicator,2007
02.09.01.01.07,Timbangan Electronik,2007
02.09.01.01.08,P.H Meter,2007
02.09.01.01.09,Raffluk Bottle & Standar,2007
02.09.01.01.10,Yark Test,2007
02.09.01.01.11,D.O. Bottle,2007
02.09.01.01.12,Aqudee Bottle,2007
02.09.01.01.13,Daskor Glask,2007
02.09.01.01.14,Beaker Glass,2007
02.09.01.01.15,Krous Glass,2007
02.09.01.01.16,Kykhol Glass,2007
02.09.01.01.17,Alat Penguji Daya Tembus Air,2007
02.09.01.01.18,Alat Pengukur Kadar Air,2007
02.09.01.01.19,Alat Pengukur Kelembaban,2007
02.09.01.01.20,Alat Penguji Penerapan Udara Air,2007
02.09.01.01.21,Alat Penguji Tembus Udara,2007
02.09.01.02,Alat Laboratorium Microbiologi,2007
02.09.01.02.01,Autoklave Unit,2007
02.09.01.02.02,Incubator,2007
02.09.01.02.03,Blender,2007
02.09.01.02.04,Plate Count Chambre,2007
02.09.01.02.05,Cawan Petri,2007
02.09.01.02.06,Alat Pengambil Sampel Air,2007
02.09.01.02.07,Lain-lain,2007
02.09.01.03,Alat Laboratorium Hidro Kimia,2007
02.09.01.03.01,Portable Electro Sounding Test,2007
02.09.01.03.02,Electronic Thermometer,2007
02.09.01.03.03,Flour Photo meter,2007
02.09.01.03.04,Mikroskop Dengan Kamera,2007
02.09.01.03.05,Magnetic Stirder,2007
02.09.01.03.06,Bacteri Colorimeter,2007
02.09.01.03.07,Fitting Plate,2007
02.09.01.03.08,Water Test,2007
02.09.01.03.09,Rit Meter Unit,2007
02.09.01.03.10,Automatic Burette,2007
02.09.01.03.11,Visuil Acumulation Jump,2007
02.09.01.03.12,Circilation Tank,2007
02.09.01.03.13,File Lab. Turbidity,2007
02.09.01.03.14,Ecosonder,2007
02.09.01.03.15,Pott Maker,2007
02.09.01.03.16,D.O. Meter,2007
02.09.01.03.17,Sediment Sampler,2007
02.09.01.03.18,Deft Botter,2007
02.09.01.03.19,Crosible Cours,2007
02.09.01.03.20,Destiling Apparat,2007
02.09.01.03.21,Water Current Meter,2007
02.09.01.03.22,Carbon Red Autometer,2007
02.09.01.03.23,Electrode,2007
02.09.01.03.24,Natcool,2007
02.09.01.03.25,Lain-lain,2007
02.09.01.04,Alat Laboratorium Model/Hidrolika,2007
02.09.01.04.01,Rechbock,2007
02.09.01.04.02,Cipoletti,2007
02.09.01.04.03,Thompson,2007
02.09.01.04.04,Water Level Meter,2007
02.09.01.04.05,Afsluiter,2007
02.09.01.04.06,Water Meter,2007
02.09.01.04.07,Cround Water Analogous,2007
02.09.01.04.08,Water Level Recorder,2007
02.09.01.04.09,Water Supplier,2007
02.09.01.04.10,Disk Acronometer,2007
